episode,reward,profit_pct
1,-90.03162424077007,0.7281521625170053
2,-89.70118685531125,1.092503357174565
3,-90.4773088477928,0.23672556808447828
4,-90.1963431528719,0.5465276398448664
5,-90.01196564778105,0.7498283776066021
6,-89.64299495857519,1.1566676679583925
7,-89.91090654755972,0.8612594853353089
8,-89.87173954648974,0.9044463166654813
9,-89.85753419516057,0.9201096070650326
10,-90.27689387438294,0.45770974905950973
11,-89.8873920667044,0.887187329969142
12,-90.21178338204662,0.5295027322734045
13,-90.11513190973419,0.6360738436309645
14,-89.59250976803358,1.2123343094941075
15,-89.87025916575217,0.9060786334493062
16,-90.300797144855,0.431353212130089
17,-90.07011355428764,0.6857125719052859
18,-89.94159278147092,0.8274238284843993
19,-89.71658064937346,1.075529650494579
20,-89.64173266984955,1.1580595092736616
21,-90.20111484781418,0.5412662111165438
22,-89.62765430426302,1.173582780991668
23,-89.60193046623,1.2019467359524563
24,-89.8176926915342,0.9640401672317244
25,-90.256098047489,0.48063991588119803
26,-89.9978238763814,0.7654215626721363
27,-89.65716363681838,1.1410448145168293
28,-89.73216325976928,1.0583477486776336
29,-90.29596172538739,0.4366849056284825
30,-89.86343042807434,0.9136082255608514
31,-90.28553504904258,0.44818170396221085
32,-90.09460012497156,0.6587128688621557
33,-90.17393556851651,0.571234983773093
34,-90.13232186107903,0.6171196345002475
35,-89.90036191743687,0.8728863434075055
36,-90.00693770504687,0.7553723536289026
37,-89.65565036194626,1.1427134014618208
38,-90.42525946429647,0.294116940527849
39,-89.96144592921355,0.8055330908861383
40,-89.89358051770039,0.8803637391386306
41,-89.39176167292118,1.4336858014806453
42,-89.89057088550958,0.8836822591743464
43,-90.40206489750717,0.31969203732723755
44,-90.44251642589721,0.27508884367176023
45,-90.47063971769295,0.24407917159953926
46,-90.33242476858116,0.3964795477206844
47,-90.16247299463696,0.5838739970041551
48,-90.01806346478499,0.7431047228146191
49,-89.80240781100534,0.9808937822461642
50,-89.55576460010663,1.252850747467642
51,-89.32796361848287,1.5040316472424895
52,-89.10126972254443,1.7539918377095798
53,-88.95217619556364,1.9183872937374498
54,-88.8431877135994,2.0385616001417985
55,-88.67604345387474,2.2228603913523397
56,-88.7066041073755,2.1891632036171513
57,-88.68595176660114,2.2119351578958035
58,-88.68879480968087,2.208800324526013
59,-88.70048387158467,2.195911578105426
60,-88.65328136052875,2.24795862862351
61,-88.58266012589567,2.3258279386321896
62,-88.58876077278133,2.3191011635190204
63,-88.64090416281832,2.2616061363534774
64,-88.65259895448537,2.2487110721063037
65,-88.66599157862451,2.233943921597829
66,-88.67021355303555,2.229288632916289
67,-88.6972432307915,2.19948481586963
68,-88.71063153526775,2.184722428364379
69,-88.72410304922582,2.1698682913313196
70,-88.72013560261493,2.174242929238615
71,-88.73968782030195,2.152684007076745
72,-88.7295563777749,2.1638552708343735
73,-88.75010743883387,2.1411949909210573
74,-88.74280953270633,2.1492419036890413
75,-88.760230390687,2.130033089261448
76,-88.7484428675271,2.143030402320943
77,-88.72936660522109,2.164064520331336
78,-88.72577380197568,2.16802606406773
79,-88.72395571416016,2.170030747849679
80,-88.72643987753004,2.167291627122529
81,-88.73072179282018,2.1625702456444102
82,-88.72397198410347,2.1700128080718453
83,-88.72307846193593,2.170998035178512
84,-88.73508511984366,2.157759096895379
85,-88.77045030887646,2.1187642693110234
86,-88.76791388501364,2.1215610141868777
87,-88.77114737586565,2.1179956601843046
88,-88.76477742088353,2.1250193833154873
89,-88.7508115046514,2.1404186646546557
90,-88.73131038000038,2.1619212499444083
91,-88.73610281675454,2.156636950608053
92,-88.72097068748859,2.173322137025754
93,-88.72544797179143,2.168385335209885
94,-88.73995236816604,2.152392307848487
95,-88.73729674010575,2.1553204912167123
96,-88.70991512736398,2.1855123634234532
97,-88.72495967227468,2.1689237504138412
98,-88.66448408154665,2.235606137755651
99,-88.6281694128477,2.275647893036105
100,-88.61834126847693,2.2864847302111393
101,-88.5970877000473,2.309919617995763
102,-88.53968802821126,2.3732103953917836
103,-88.4124491141965,2.513508232041953
104,-88.31578686102696,2.6200912307293196
105,-88.32418818078018,2.610827657588134
106,-88.3381737427073,2.595406714255602
107,-88.37047079642238,2.559794914190471
108,-88.33711358250095,2.596575681977528
109,-88.34604179963699,2.586731134348162
110,-88.36240464480878,2.5686889198509024
111,-88.33477030127983,2.599159461385945
112,-88.35722790314698,2.5743969664942936
113,-88.3856467432617,2.543061413066558
114,-88.3795624287197,2.5497701795971937
115,-88.35336834044317,2.5786526480360448
116,-88.36646168836435,2.564215489387861
117,-88.38643481057207,2.5421924639746774
118,-88.36326149394355,2.5677441296436583
119,-88.36335604850842,2.567639870651875
120,-88.39707881250142,2.530456035260638
121,-88.36743202114464,2.563145568358128
122,-88.38419309513931,2.5446642535842967
123,-88.38412017231126,2.5447446607073823
124,-88.39496352095901,2.5327884257056796
125,-88.38456199583581,2.5442574914702507
126,-88.3703781011685,2.5598971230444736
127,-88.37089648408309,2.5593255368907135
128,-88.37246232415545,2.55759898981667
129,-88.37315941678656,2.556830352416376
130,-88.35464972313322,2.5772397530837923
131,-88.38217064211499,2.5468942772074863
132,-88.36971185284472,2.5606317504909835
133,-88.38505448592618,2.5437144556011866
134,-88.40659461810142,2.5199635931488826
135,-88.41334201511873,2.512523689940975
136,-88.41664051940307,2.508886649976771
137,-88.44347233267885,2.4793010048528354
138,-88.4398646181039,2.483278990314573
139,-88.44130387690502,2.4816920159385414
140,-88.44422422474128,2.4784719437863862
141,-88.49611427541514,2.4212562569850777
142,-88.47774697324621,2.4415086520903824
143,-88.52367877742363,2.390862725021327
144,-88.52987264641163,2.384033160133602
145,-88.50491235874172,2.4115551991997894
146,-88.49418982749523,2.4233782169373144
147,-88.49783191005824,2.419362336194764
148,-88.50949817404761,2.406498727508924
149,-88.52170983152048,2.3930337499222882
150,-88.50272618943727,2.4139657418104368
151,-88.50302496459645,2.413636302434133
152,-88.50126426828533,2.415577704444347
153,-88.5141793298733,2.4013371302062914
154,-88.49947636188313,2.4175491092013086
155,-88.525317390136,2.38905593642662
156,-88.53050851449677,2.383332030943425
157,-88.51697824333142,2.3982509556174794
158,-88.54143919441353,2.371279501594912
159,-88.53654013880109,2.376681362412237
160,-88.5153093404623,2.4000911431413
161,-88.51311508202932,2.402510605092687
162,-88.49282350768523,2.424884766368336
163,-88.50305839564015,2.413599440259154
164,-88.49160939339318,2.4262234889591476
165,-88.50135594158613,2.415476622429658
166,-88.50680109653392,2.4094726144159133
167,-88.49377714193882,2.423833257686659
168,-88.48707613793697,2.4312220064206707
169,-88.47648603784154,2.4428990011891862
170,-88.49196902614362,2.425826945989009
171,-88.473007188727,2.4467348953303625
172,-88.4729820175901,2.446762649858724
173,-88.47757844648132,2.4416944752775125
174,-88.49578891207013,2.4216150133747965
175,-88.49936512273065,2.4176717651714776
176,-88.50253553107596,2.4141759680280765
177,-88.49275185871292,2.4249637688958674
178,-88.50116013978115,2.415692519978464
179,-88.49270903402164,2.4250109888174785
180,-88.4738005368241,2.445860123468333
181,-88.47591071356403,2.443533372773743
182,-88.461457626267,2.4594698250485623
183,-88.4575803375958,2.46374505182838
184,-88.48109846781037,2.437813183290306
